'N Sync With Justin,0.4309053504214185
100 Years of American Film (MacMillan Compendium),0.6666666666666666
7 Days of Creation (GodCounts Series),0.4557941595441595
98 Degrees Backstage Pass,0.5387992524450859
A Cache of Jewels and Other Collective Nouns (World of Language (Prebound)),0.5038738576238576
A Devious Desire (Large Print Harlequin),0.7
A Handful of Sunshine,0.45892857142857146
A Mathematical Dictionary for Schools,0.5
A Necessary Woman,0.7
A New Frog : My First Look at the Life Cycle of an Amphibian (My First Look at Nature),0.595599550189394
A Picnic with Monet (Mini Masters),0.43442499262101547
A Picture Book of Paul Revere (Picture Book Biographies) (Picture Book Biography),0.4198165869218501
A Pinky is a Baby Mouse: And Other Baby Animal Names (Pinky Baby),0.44320072911319414
A Restless Spirit: The Story of Robert Frost,0.7392857142857143
A Tallgrass Prairie Alphabet (Bur Oak Book),0.491015625
A Teaching Guide to Mrs. Frisby and the Rats of NIMH (Discovering Literature),0.6416666666666667
A Year Full of Poems,0.475
"A geography of China,",0.46875
A swinger of birches;,1.0
ABC's of Space,0.55625
ABCs of the Bible,0.5541666666666667
ACROSS AMERICA ON AN EMIGRANT TRAIN,0.4220408163265306
Abe Lincoln grows up,0.5972222222222222
Adventures in Odyssey: The Complete Collection,0.475
Africa (True Books: Continents),0.5039962121212122
After School Stuff: Cool Crafts,0.4083333333333334
Alana's 12-Step Guide to Fun Golf,0.4716666666666667
Algebra 1,0.5549999999999999
"Algebra, book one: For first-year Algebra",0.46367346938775517
Aliens (Monsters) (Imagination Library: Monsters),0.47500000000000003
All Pigs Are Beautiful (Turtleback School & Library Binding Edition) (Read and Wonder (Pb)),0.42717620149911817
Amazing Body Science (Info Adventure (Paperback World)),1.0
Amazing Science Tricks: For Kids and Parents,0.49829545454545454
An Answer in the Tide,0.4666666666666667
An Inside Look At America's Teams (Meet The Women Of American Soccer),0.421875
Ancient Greece (Nature Company Discoveries Library),0.6375
Ancient Greece (Step Into),0.4301282051282051
Andruw Jones: Love That Glove,0.5687878787878788
Animal Tracker (Jim Arnosky's Nature Notebooks),0.7666666666666666
Antarctica (Rookie Read-About Geography),0.5333333333333333
Art Fun! (Art & Activities for Kids),0.4396951263022692
"Asia (True Books, Continents)",0.5950757575757575
Awakening to Animal Voices: A Teen Guide to Telepathic Communication with All Life,0.44888633658008653
BASEBALL'S GREAT MOMENTS.,0.8400000000000001
Bald Eagle (Walter Lorraine Books),0.5008432539682539
Beat Voices: An Anthology of Beat Poetry,0.46060606060606063
Becky,0.5333333333333333
Before and After Christmas: Activities for Advent and Ephiphany,0.42313734876234876
Bently & Egg,0.41636145056717977
Best Career and Education Web Sites: A Quick Guide to Online Job Search (4th Ed,0.5916666666666667
Best-Loved Bible Stories,0.5149999999999999
Big City Port,0.41
Blue Feather's Vision,0.5
Blue's Snack Party: A Lift-the-flap Story (Blue's Clues (Simon & Schuster Paperback)),0.42003571428571423
Bluebirds,0.55
Bmx Racing (Action Sports),0.48194444444444445
Born and Raised in Waikiki,0.42777777777777787
Born to Pull,0.48979201475911993
Boys Know It All: Wise Thoughts and Wacky Ideas from Guys Just Like You,0.4490922619047619
Boys' karate,0.54
Brain Quest 1st Grade Reading,0.48124999999999996
Bridges,0.4545833333333333
Broadway Musical Stars Paper Dolls,0.625
Brooklyn Bridge,0.41337301587301584
Brothers Are Special,0.75
C is for Cornhusker: A Nebraska Alphabet (Discover America State By State. Alphabet Series),0.48139455782312923
Carolyn's Story: A Book about an Adopted Girl (Meeting the Challenge),0.45098214285714283
Carson's Book: A story about adoption from China,0.5966666666666666
Cats,0.4832142857142857
Celebrating Our Family Through the Seasons: Creating Memories to Last a Lifetime,0.5868055555555556
Cherokee Nation V. Georgia: Native American Rights (Landmark Supreme Court Cases),0.41375
Children of the Earth... Remember,0.43347013976571264
Children's Miscellany Too: More Useless Information That's Essential to Know (Child's Miscellany),0.45000000000000007
Christmas in Oz,0.525
Chuck Yeager (Famous Flyers),0.4777777777777778
CliffsNotes Parent's Crash Course Elementary School Math (Cliffsnotes Literature Guides),0.5142424242424243
Cocaine & its derivatives,0.43333333333333335
Colin Powell; Military Leader,0.4526041666666666
"Complete Book of Bible Stories, The",0.41830357142857144
Conditionally Human,0.4124999999999999
